1. Mojsijeva 1,1        U početku stvori Bog nebo i zemlju.
2. Samuilova 3,29       Neka padne na glavu Joavovu i na sav dom oca njegova; i neka dom Joavov ne bude nikad bez čovjeka bolna od tečenja ili gubava ili koji ide o štapu ili koji padne od mača ili koji nema hljeba.
2. Samuilova 3,30       Tako Joav i Avisaj brat njegov ubiše Avenira što on pogubi Asaila brata njihova kod Gavaona u boju.
2. Samuilova 3,31       I reče David Joavu i svemu narodu koji bijaše s njim: razderite haljine svoje i pripašite kostrijet, i plačite za Avenirom. I car David iđaše za nosilima.
2. Samuilova 3,32       A kad pogreboše Avenira u Hevronu, car podiže glas svoj i plaka na grobu Avenirovu; plaka i sav narod.
2. Samuilova 3,33       I naričući za Avenirom reče: umrije li Avenir kako umire bezumnik?
2. Samuilova 3,34       Ruke tvoje ne biše vezane, niti noge tvoje u okov okovane; pao si kao što se pada od nevaljalijeh ljudi. Tada još većma plaka za njim sav narod.
2. Samuilova 3,35       I dođe sav narod nudeći Davida da jede što, dok još bijaše dan; ali se David zakle i reče: Bog neka mi učini tako, i tako neka doda, ako okusim hljeba ili što drugo dok ne zađe sunce.
2. Samuilova 3,36       I sav narod ču to, i bi im po volji; što god činjaše car, bješe po volji svemu narodu.
2. Samuilova 3,37       I pozna sav narod i sav Izrailj u onaj dan da nije bilo od cara što pogibe Avenir sin Nirov.
2. Samuilova 3,38       I car reče slugama svojim: ne znate li da je vojvoda i to veliki poginuo danas u Izrailju?
2. Samuilova 3,39       Ali ja sam sada još slab, ako i jesam pomazani car; a ovi ljudi, sinovi Serujini, vrlo su mi silni. Neka Gospod plati onome koji čini zlo prema zloći njegovoj.
2. Samuilova 4,1        A kad ču sin Saulov da je poginuo Avenir u Hevronu, klonuše mu ruke, i sav se Izrailj smete.
2. Samuilova 4,2        A imaše sin Saulov dvije vojvode nad četama; jednom bješe ime Vana, drugom bješe ime Rihav, sinovi Rimona Viroćanina, od sinova Venijaminovijeh; jer se i Virot brojaše Venijaminu;
2. Samuilova 4,3        A Viroćani bijahu pobjegli u Gitajim, gdje ostaše kao došljaci do današnjega dana.
2. Samuilova 4,4        I imaše Jonatan sin Saulov sina hroma na nogu, kojemu bijaše pet godina kad dođe glas o smrti Saulovoj i Jonatanovoj iz Jezraela, te ga uze dadilja njegova i pobježe, i kad brzo bježaše, on pade i ohronu; a ime mu bijaše Mefivostej.
2. Samuilova 4,5        I pođoše sinovi Rimona Viroćanina, Rihav i Vana, i dođoše u podne u kuću Isvostejevu; a on počivaše u podne.
2. Samuilova 4,6        I uđoše u kuću kao da uzmu pšenice, i probodoše ga pod peto rebro Rihav i Vana, i pobjegoše.
2. Samuilova 4,7        Kad uđoše u kuću, on ležaše na postelji svojoj u klijeti gdje spavaše, te ga probodoše i ubiše, i otsjekoše mu glavu i uzeše je, pa otidoše putem preko polja cijelu onu noć.
2. Samuilova 4,8        I donesoše glavu Isvostejevu Davidu u Hevron, i rekoše caru: evo glave Isvosteja sina Saulova, neprijatelja tvojega, koji je tražio dušu tvoju; i Gospod osveti danas cara gospodara mojega od Saula i sjemena njegova.
2. Samuilova 4,9        Ali David odgovarajući Rihavu i Vani bratu njegovu, sinovima Rimona Viroćanina, reče im: tako da je živ Gospod, koji je izbavio dušu moju iz svake nevolje.
2. Samuilova 4,10       Kad onoga koji mi javi govoreći: gle, pogibe Saul, i mišljaše da će mi javiti dobre glase, uhvatih i ubih u Siklagu, i to mu bi od mene dar za glase njegove,
2. Samuilova 4,11       Akamoli ljude bezbožne, koji ubiše čovjeka prava, u kući njegovoj, na postelji njegovoj! neću li iskati krvi njegove iz vaših ruku, i vas istrijebiti sa zemlje?
2. Samuilova 4,12       I zapovjedi David momcima svojim, te ih pogubiše, i otsjekoše im ruke i noge, i objesiše kod jezera Hevronskoga; a glavu Isvostejevu uzeše i pogreboše u grobu Avenirovu u Hevronu.
2. Samuilova 5,1        Tada dođoše sva plemena Izrailjeva k Davidu u Hevron, i rekoše mu govoreći: evo mi smo kost tvoja i tijelo tvoje.
2. Samuilova 5,2        I prije, dok Saul bijaše car nad nama, ti si odvodio i dovodio Izrailja; i Gospod ti je rekao: ti ćeš pasti narod moj Izrailja i ti ćeš biti vođ Izrailju.
2. Samuilova 5,3        Tako dođoše sve starješine Izrailjeve k caru u Hevron, i učini s njima car David vjeru u Hevronu pred Gospodom; i pomazaše Davida za cara nad Izrailjem.
2. Samuilova 5,4        Trideset godina bijaše Davidu kad se zacari, i carova četrdeset godina.
2. Samuilova 5,5        U Hevronu carova nad Judom sedam godina i šest mjeseca; a u Jerusalimu carova trideset i tri godine nad svijem Izrailjem i Judom.
2. Samuilova 5,6        A car otide sa svojim ljudima u Jerusalim na Jevuseje, koji življahu u onoj zemlji. I oni rekoše Davidu govoreći: nećeš ući ovamo dok ne uzmeš slijepe i hrome, hoteći kazati: neće ući ovamo David.
2. Samuilova 5,7        Ali David uze kulu Sion, to je grad Davidov.
2. Samuilova 5,8        Jer reče David u onaj dan: ko god pobije Jevuseje i dođe do jaza, i do slijepijeh i hromijeh, na koje mrzi duša Davidova, biće vojvoda. Zato se kaže: slijepi i hromi da ne ulaze u ovu kuću.
2. Samuilova 5,9        I sjede David u kuli, i nazva je gradom Davidovijem: i pogradi je David unaokolo od Milona i unutra.
2. Samuilova 5,10       I David jednako napredovaše, jer Gospod Bog nad vojskama bješe s njim.
2. Samuilova 5,11       I Hiram car Tirski posla poslanike k Davidu, i kedrovijeh drva i drvodjelja i kamenara, i sagradiše kuću Davidu.
2. Samuilova 5,12       I razumje David da ga je Gospod utvrdio za cara nad Izrailjem, i da je uzvisio carstvo njegovo radi naroda svojega Izrailja.
2. Samuilova 5,13       I uze David još inoča i žena iz Jerusalima, pošto dođe iz Hevrona; i rodi se Davidu još sinova i kćeri.
2. Samuilova 5,14       I ovo su imena onijeh koji mu se rodiše u Jerusalimu:Samuja i Sovav i Natan i Solomun,
2. Samuilova 5,15       I Jevar i Elisuja i Nafig i Jafija,
2. Samuilova 5,16       I Elisama i Elijada i Elifalet.
2. Samuilova 5,17       A Filisteji čuvši da su pomazali Davida za cara nad Izrailjem, izidoše svi Filisteji da traže Davida; a David čuvši to, otide u kulu.
2. Samuilova 5,18       I Filisteji došavši raširiše se po dolini Rafajskoj.
2. Samuilova 5,19       Tada David upita Gospoda govoreći: hoću li izaći na Filisteje? Hoćeš li ih dati u moje ruke? A Gospod reče Davidu: izađi; doista ću dati Filisteje u tvoje ruke.
2. Samuilova 5,20       Tada David dođe u Val-Ferasim, i pobi ih ondje, i reče: prodrije Gospod neprijatelje moje preda mnom kao kad voda prodire. Otuda se prozva ono mjesto Val-Ferasim.
2. Samuilova 5,21       I ostaviše ondje lažne bogove svoje; a David i ljudi njegovi odnesoše ih.
2. Samuilova 5,22       I opet nanovo dođoše Filisteji, i raširiše se u dolini Rafajskoj.
2. Samuilova 5,23       I David upita Gospoda, koji reče: ne idi pred njih, nego im zađi za leđa, pa udari na njih prema dudovima.
2. Samuilova 5,24       Pa kad čuješ da zašušti po vrhovima od dudova, onda se kreni, jer će onda poći Gospod pred tobom da pobije vojsku Filistejsku.
2. Samuilova 5,25       I David učini tako kako mu zapovjedi Gospod, i pobi Filisteje od Gavaje do Gezera.
2. Samuilova 6,1        Poslije skupi opet David sve ljude izabrane iz Izrailja, trideset tisuća.
2. Samuilova 6,2        Pa se podiže David i sav narod što bijaše s njim i otide iz Vale Judine da prenese otuda kovčeg Božji, kod kojega se prizivlje ime, ime Gospoda nad vojskama, koji sjedi na heruvimima.
2. Samuilova 6,3        I metnuše kovčeg Božji na nova kola, i povezoše ga iz kuće Avinadavove, koja bijaše na brdu; a Uza i Ahijo sinovi Avinadavovi upravljahu novijem kolima.
2. Samuilova 6,4        I odvezoše kovčeg Božji iz kuće Avinadavove, koja bijaše na brdu, i Ahijo iđaše pred kovčegom.
2. Samuilova 6,5        A David i sav dom Izrailjev udarahu pred Gospodom u svakojake sprave od drveta kedrova, u gusle, u psaltire, u bubnje, u svirale i u kimvale.
2. Samuilova 6,6        A kad dođoše do gumna Nahonova, Uza se maši za kovčeg Božji i prihvati ga, jer volovi potegoše na stranu.
2. Samuilova 6,7        I Gospod se razgnjevi na Uzu, i udari ga Bog ondje za tu nepažnju, te umrije ondje kod kovčega Božijega.
2. Samuilova 6,8        I ožalosti se David što Gospod ubi Uzu. Zato se prozva ono mjesto Fares-Uza do danas.
2. Samuilova 6,9        I uplaši se David od Gospoda u onaj dan, i reče: kako će doći k meni kovčeg Gospodnji?
2. Samuilova 6,10       I ne htje David odvesti kovčega Gospodnjega k sebi u grad Davidov; nego ga skloni David u kuću Ovid-Edoma Getejina.
2. Samuilova 6,11       I osta kovčeg Gospodnji u kući Ovid-Edoma Getejina tri mjeseca, i blagoslovi Gospod Ovid-Edoma i sav dom njegov.
2. Samuilova 6,12       I javiše caru Davidu govoreći: Gospod blagoslovi dom Ovid-Edomov i sve što ima radi kovčega Božijega. Tada otide David, i prenese kovčeg Božji iz kuće Ovid-Edomove u grad Davidov s veseljem.
2. Samuilova 6,13       I kad oni koji nošahu kovčeg Gospodnji postupiše šest koraka, prinese na žrtvu vola i debela ovna.
2. Samuilova 6,14       I David igraše iz sve snage pred Gospodom, i bješe ogrnut oplećkom lanenijem.
2. Samuilova 6,15       Tako David i sav dom Izrailjev nošahu kovčeg Gospodnji podvikujući i trubeći u trube.
2. Samuilova 6,16       A kad kovčeg Gospodnji ulažaše u grad Davidov, Mihala kći Saulova gledajući s prozora vidje cara Davida gdje skače i igra pred Gospodom, i podrugnu mu se u srcu svojem.
2. Samuilova 6,17       A kad donesoše kovčeg Gospodnji, namjestiše ga na njegovo mjesto u šatoru koji mu razape David. I prinese David žrtve zahvalne pred Gospodom.
2. Samuilova 6,18       Potom prinesavši David žrtve paljenice i žrtve zahvalne blagoslovi narod u ime Gospoda nad vojskama.
2. Samuilova 6,19       I razdade među sav narod, među sve mnoštvo Izrailjevo, i ljudima i ženama, svakome po jedan hljeb i komad mesa i žban vina. Potom otide narod, svak svojoj kući.
2. Samuilova 6,20       I David se vrati da blagoslovi svoj dom; a Mihala kći Saulova izide na susret Davidu, i reče: kako je slavan bio danas car Izrailjev, kad se danas otkrivao pred sluškinjama sluga svojih, kao što se otkrivaju nikaki ljudi!
2. Samuilova 6,21       A David reče Mihali: pred Gospodom, koji me je izabrao preko oca tvojega i preko svega doma njegova, te mi zapovjedio da budem vođ narodu Gospodnjemu, Izrailju, igrao sam, i igraću pred Gospodom.
2. Samuilova 6,22       I još ću se većma poniziti, i još ću manji sebi biti; i opet ću biti slavan pred sluškinjama, za koje govoriš.
2. Samuilova 6,23       I Mihala kći Saulova ne ima poroda do smrti svoje.
2. Samuilova 7,1        A kad car sjeđaše kod kuće svoje, i Gospod mu dade mir svuda unaokolo od svijeh neprijatelja njegovijeh,
2. Samuilova 7,2        Reče car Natanu proroku: vidi, ja stojim u kući od kedrova drveta, a kovčeg Božji stoji pod zavjesima.
2. Samuilova 7,3        A Natan reče caru: šta ti je god u srcu, idi, čini, jer je Gospod s tobom.
2. Samuilova 7,4        Ali onu noć dođe riječ Gospodnja k Natanu govoreći:
2. Samuilova 7,5        Idi i reci sluzi mojemu Davidu: ovako veli Gospod: ti li ćeš mi načiniti kuću da u njoj nastavam?
2. Samuilova 7,6        Kad nijesam nastavao u kući od kad izvedoh sinove Izrailjeve iz Misira do danas, nego sam hodio u šatoru i u naslonu.
2. Samuilova 7,7        Kuda sam god hodio sa svijem sinovima Izrailjevim, jesam li jednu riječ rekao kome od sudija Izrailjevijeh, kojima zapovijedah da pasu narod moj Izrailja, i kazao: zašto mi ne načinite kuće od kedra?
2. Samuilova 7,8        Ovako dakle reci Davidu sluzi mojemu: ovako veli Gospod nad vojskama: ja te uzeh od tora, od ovaca, da budeš vođ narodu mojemu, Izrailju:
2. Samuilova 7,9        I bjeh s tobom kuda si god hodio, i istrijebih sve neprijatelje tvoje ispred tebe, i stekoh ti ime veliko, kao što je ime velikijeh ljudi koji su na zemlji.
2. Samuilova 7,10       I odrediću mjesto narodu svojemu Izrailju, i posadiću ga, te će nastavati u svom mjestu, i neće se više pretresati, niti će ih više mučiti nepravednici kao prije,
2. Samuilova 7,11       I od onoga dana kad postavih sudije nad narodom svojim Izrailjem; i smiriću te od svijeh neprijatelja tvojih. Jošte ti javlja Gospod da će ti Gospod načiniti kuću.
2. Samuilova 7,12       Kad se navrše dani tvoji, i počineš kod otaca svojih, podignuću sjeme tvoje nakon tebe, koje će izaći iz utrobe tvoje, i utvrdiću carstvo njegovo.
2. Samuilova 7,13       On će sazidati dom imenu mojemu, i utvrdiću prijesto carstva njegova dovijeka.
2. Samuilova 7,14       Ja ću mu biti otac, i on će mi biti sin: ako učini što zlo, karaću ga prutom ljudskim i udarcima sinova čovječijih.
2. Samuilova 7,15       Ali milost moja neće se ukloniti od njega kao što sam je uklonio od Saula, kojega uklonih ispred tebe.
2. Samuilova 7,16       Nego će tvrd biti dom tvoj i carstvo tvoje dovijeka pred tobom, i prijesto će tvoj stajati dovijeka.
2. Samuilova 7,17       Po svijem ovijem riječima i po svoj ovoj utvari kaza Natan Davidu.
2. Samuilova 7,18       Tada dođe car David i stade pred Gospodom, i reče: ko sam ja, Gospode, Gospode, i šta je moj dom, te si me doveo dovde?
2. Samuilova 7,19       Pa i to ti se još čini malo, Gospode, Gospode, nego si govorio i za dom sluge svojega na dugo vremena. Je li to zakon čovječji, Gospode, Gospode!
2. Samuilova 7,20       Ali šta će jošte David da ti govori? ta ti znaš slugu svojega, Gospode, Gospode!
2. Samuilova 7,21       Radi riječi svoje i po srcu svojemu učinio si sve ove velike stvari obznanjujući ih sluzi svojemu.
2. Samuilova 7,22       Zato si velik, Gospode Bože, nema takoga kakav si ti; i nema Boga osim tebe, po svemu što čusmo svojim ušima.
2. Samuilova 7,23       Jer koji je narod na zemlji kao tvoj narod Izrailj? kojega je radi Bog išao da ga iskupi da mu bude narod i da steče sebi ime i da vam učini velika i strašna djela u zemlji tvojoj, pred narodom tvojim, koji si iskupio sebi iz Misira, od naroda i bogova njihovijeh.
2. Samuilova 7,24       Jer si utvrdio sebi narod svoj Izrailja da ti bude narod dovijeka; a ti si im, Gospode, Bog.
2. Samuilova 7,25       I tako, Gospode Bože, riječ koju si obrekao sluzi svojemu i domu njegovu, potvrdi zasvagda, i učini kako si rekao.
2. Samuilova 7,26       Neka se veliča ime tvoje do vijeka, da se govori: Gospod je nad vojskama Bog nad Izrailjem; i dom sluge tvojega Davida neka stoji tvrdo pred tobom.
2. Samuilova 7,27       Jer si ti, Gospode nad vojskama, Bože Izrailjev, javio sluzi svojemu govoreći: dom ću sazidati tebi. Zato sluga tvoj nađe u srcu svojem da ti se pomoli ovom molitvom.
2. Samuilova 7,28       Tako, Gospode, Gospode, ti si Bog, i riječi su tvoje istina; ti si ovo dobro obrekao sluzi svojemu.
2. Samuilova 7,29       Budi dakle voljan i blagoslovi dom sluge svojega da bude dovijeka pred tobom; jer si ti Gospode, rekao, i tvojim će blagoslovom biti blagosloven dom sluge tvojega dovijeka.
2. Samuilova 8,1        Poslije toga razbi David Filisteje, i pokori ih, i uze David Meteg-Amu iz ruku Filistejskih.
2. Samuilova 8,2        Razbi i Moavce, i izmjeri ih užem povaljavši ih po zemlji, i izmjeri ih dva uža da se pogube a jedno uže da se ostave u životu. I Moavci postaše sluge Davidove, i plaćahu mu danak.
2. Samuilova 8,3        David razbi i Adad-Ezera sina Reovova cara Sovskoga, izašav da raširi vlast svoju do rijeke Efrata.
2. Samuilova 8,4        I zarobi ih David tisuću i sedam stotina konjanika i dvadeset tisuća pješaka, i podreza David žile svijem konjma kolskim, samo ostavi za sto kola.
2. Samuilova 8,5        I bijahu došli Sirci iz Damaska u pomoć Adad-Ezeru caru Sovskom, i David pobi dvadeset i dvije tisuće Siraca.
2. Samuilova 8,6        I namjesti David vojsku u Siriji što je pod Damaskom, i Sirci postaše sluge Davidove plaćajući mu danak. I Gospod čuvaše Davida kuda god iđaše.
2. Samuilova 8,7        I David uze zlatne štitove koje imahu sluge Adad-Ezerove, i donese ih u Jerusalim.
2. Samuilova 8,8        I iz Vetaha i iz Virotaja gradova Adad-Ezerovijeh odnese car David silnu mjed.
2. Samuilova 8,9        A kad ču Toja car Ematski da je David pobio svu vojsku Adad-Ezerovu,
2. Samuilova 8,10       Posla Toja Jorama sina svojega k caru Davidu da ga pozdravi i da mu čestita što je vojevao na Adad-Ezera i ubio ga, jer Toja imaše rat s Adad-Ezerom; i donese Joram zaklada zlatnijeh i srebrnijeh i mjedenijeh.
2. Samuilova 8,11       Pa i to car David posveti Gospodu sa srebrom i zlatom što bješe posvetio od svijeh naroda koje pokori,
2. Samuilova 8,12       Od Siraca i od Moavaca i od sinova Amonovijeh i od Filisteja i od Amalika, i od plijena Adad-Ezera sina Reovova cara Sovskoga.
